split_name,target,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
random_split,extreme_city_p90_h3,random_forest,ensemble,validation,48751,5248,0.10764907386515149,0.8362495128305061,0.6657019146387717,0.3162209380459616,0.4483612804878049,0.3708724091732997,0.6383738438636475,38415,5088,2895,2353,0.11695745121026137,0.5516387195121951,0.8024984601216175,0.302112540388552
random_split,extreme_city_p90_h3,random_forest,ensemble,test,48751,5248,0.10764907386515149,0.8337264876617916,0.6668854278622781,0.3126147390506163,0.45426829268292684,0.37035886282429703,0.6372874807575188,38261,5242,2864,2384,0.12049743695837069,0.5457317073170732,0.8025333785152469,0.3023822510313381
temporal_split,extreme_city_p90_h3,majority_class,baseline,train,221280,24528,0.11084598698481561,0.8891540130151844,0.5,0.0,0.0,0.0,0.47066253301182687,196752,0,24528,0,0.0,1.0,0.5,0.11084598698481561
temporal_split,extreme_city_p90_h3,majority_class,baseline,validation,55320,5841,0.10558568329718004,0.89441431670282,0.5,0.0,0.0,0.0,0.47213236767526406,49479,0,5841,0,0.0,1.0,0.5,0.10558568329718004
temporal_split,extreme_city_p90_h3,majority_class,baseline,test,48405,4616,0.09536204937506455,0.9046379506249355,0.5,0.0,0.0,0.0,0.47496583291754346,43789,0,4616,0,0.0,1.0,0.5,0.09536204937506455
temporal_split,extreme_city_p90_h3,logistic_regression,linear,train,221280,24528,0.11084598698481561,0.6372469269703543,0.6373826699016689,0.17970994506883634,0.6375570776255708,0.2803865669768526,0.5189446353949922,125372,71380,8890,15638,0.36279173782223306,0.3624429223744292,0.6941151023293433,0.19800595832125573
temporal_split,extreme_city_p90_h3,logistic_regression,linear,validation,55320,5841,0.10558568329718004,0.6506326825741142,0.6258437520919704,0.16994615761135584,0.5944187639102894,0.2643218758326672,0.517622422584873,32521,16958,2369,3472,0.34273125972634855,0.40558123608971064,0.6820393997665916,0.18153713804256078
temporal_split,extreme_city_p90_h3,logistic_regression,linear,test,48405,4616,0.09536204937506455,0.6972213614296043,0.6333277113745359,0.1688217442934424,0.5543760831889082,0.25882471932841106,0.5342880022209322,31190,12599,2057,2559,0.28772066043983646,0.44562391681109187,0.692753957225078,0.18011170458810902
temporal_split,extreme_city_p90_h3,decision_tree,tree,train,221280,24528,0.11084598698481561,0.6622966377440347,0.7438630711084608,0.22667726584704512,0.8486627527723418,0.35778925566565545,0.5643532867578464,125737,71015,3712,20816,0.36093661055542003,0.15133724722765818,0.8243875336301392,0.3405943202378542
temporal_split,extreme_city_p90_h3,decision_tree,tree,validation,55320,5841,0.10558568329718004,0.6445408532176428,0.6856288234756964,0.19201461610445167,0.7377161444958055,0.30471678099144334,0.5329771524860566,31347,18132,1532,4309,0.3664584975444128,0.2622838555041945,0.7560114918249392,0.25183321005346515
temporal_split,extreme_city_p90_h3,decision_tree,tree,test,48405,4616,0.09536204937506455,0.6632992459456668,0.6932619149147283,0.18296786799826315,0.7302859618717504,0.2926215277777778,0.5358458052336089,28736,15053,1245,3371,0.3437621320422937,0.26971403812824957,0.7636819481107864,0.2331139764822626
temporal_split,extreme_city_p90_h3,random_forest,ensemble,train,221280,24528,0.11084598698481561,0.9076825741142444,0.9155937433708157,0.5496199835406884,0.9257583170254403,0.6897421098994563,0.8177579358526847,178145,18607,1821,22707,0.09457083028380905,0.07424168297455969,0.9628220190959896,0.7309799200473434
temporal_split,extreme_city_p90_h3,random_forest,ensemble,validation,55320,5841,0.10558568329718004,0.8355386840202459,0.6666997489287788,0.30942071386775893,0.4526622153740798,0.3675795912692896,0.6365294220397812,43578,5901,3197,2644,0.11926271751652216,0.5473377846259202,0.7980455576693116,0.2969926697104456
temporal_split,extreme_city_p90_h3,random_forest,ensemble,test,48405,4616,0.09536204937506455,0.8516475570705505,0.6603460973219891,0.3020527859237537,0.4239601386481802,0.3527715187021181,0.6344969417578723,39267,4522,2659,1957,0.10326794400420197,0.5760398613518197,0.8064995975066029,0.272873809567452
